gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
SC_RS02085	40.77520225192981	-1.821509444377394	0.32449375997564206	4.44894718659412e-9	2.3738449026009435e-8
SC_RS02090	30.20285836990259	-2.110956989084085	0.36370285309533074	1.1897270422785546e-9	6.924267726726173e-9
SC_RS02110	8.053677038950177	-0.4083594565117209	0.5298253439872085	0.363472807048163	0.4256389517505405
SC_RS02160	13.409838354617236	1.7029054859088493	0.5743473853604804	8.347740124090214e-4	0.0017338296575140732
SC_RS02180	75.55465116010159	-0.9911288196877254	0.2479640288713273	3.724606892820564e-5	9.87958677253915e-5
SC_RS02195	43.2405012052146	0.3506928514107314	0.31231720577451905	0.23885187006389288	0.29576720232596915
SC_RS02200	467.37379820049006	-0.972244535664102	0.1963121392759861	4.1908736652868086e-7	1.5946079673800272e-6
SC_RS02220	161.00286278634633	0.6373925698674506	0.22878801207414062	0.004172599965697602	0.007526602775698169
SC_RS02230	11.239780052831472	4.9533187451322975	1.0920257400239062	3.002184731796827e-6	9.769686766226745e-6
SC_RS02240	9.265619004680206	3.400696359288176	0.818042373036786	6.518782580844666e-6	1.9797983011181454e-5
SC_RS02245	27.567143193566892	0.0965742759393766	0.33310607335276426	0.7614817067274702	0.8007937971204171
SC_RS02250	11.183163406566953	2.132877686305153	0.7085088466689352	5.357441295745432e-4	0.001162276319941948
SC_RS02260	78.91827473959422	0.03152157483799987	0.2358675285133472	0.8928120305123167	0.9127403178979375
SC_RS02270	9.441122829299918	1.4771951969093755	0.6116812190689235	0.0049249421240419285	0.008782714201374893
SC_RS02280	14.218147167337136	3.139980222978729	0.6850202266394471	7.574032454317256e-7	2.7404767084462924e-6
SC_RS02285	26.253552014169998	0.6779870390208179	0.41316399744011345	0.0726268396763692	0.10261550407617291
SC_RS02290	167.7634724090298	-1.206176653877588	0.18733575041784678	5.739241470820136e-11	3.9589491679913643e-10
SC_RS02300	51.82180563032006	-0.9133901076362682	0.30752736947266857	0.0017820080574647956	0.003464415348206012
SC_RS02305	37.173309477045	-0.9467920542814428	0.35680403697111784	0.004646641763090601	0.008306505784492144
SC_RS02310	40.58981373242172	-0.15076739352289095	0.3122277019848416	0.6108916752799369	0.6659839168412559
SC_RS02320	63.6457906592287	0.3814885628364626	0.28379150737159925	0.1621770898773658	0.20987958244220697
SC_RS02325	50.946473258607924	0.6195727480308862	0.34239822204564463	0.05491207725339779	0.0795836591325777
SC_RS02330	46.22936583997968	0.6467266383512923	0.30455440489213714	0.026119152491488887	0.04031874198707119
SC_RS02335	49.70936163927328	0.3644188317589169	0.3305856925617923	0.24512896647825794	0.3027773867354563
SC_RS02340	20.22816341742309	1.8667023794766142	0.45449157372729226	9.882543492386747e-6	2.914955028514395e-5
SC_RS02345	13.107802279229723	1.6541557459256608	0.603504046921563	0.0015703730744534292	0.00308222812111248
SC_RS02350	12.04640742361261	2.116227034520503	0.5889783744576549	6.823069258775883e-5	1.7266064761226274e-4
SC_RS02355	13.91645255634915	2.822756797113698	0.6473019223758183	2.1447700367928554e-6	7.149879860447793e-6
SC_RS02360	38.17374976368521	2.073863504246737	0.43815941033558736	4.543322526470498e-7	1.7207221525523087e-6
SC_RS02375	33.92894783253177	-0.2846858702828633	0.31924994613500896	0.34567785407160007	0.4075185445122268
