timepoint	n_sites_called	n_sites_ge50pct	total_GCCGGC_strand_sites	density_ge50pct	mean_freq
T1	1289	1289	31452	0.0409830853363856	83.72259115593484
T2	407	407	31452	0.012940353554622917	78.41788697788698
T3	21	21	31452	0.0006676840900419688	68.34809523809523
