angle	subset	pair	motif	window	metric	n	rho	p	sig	sign	n_pos	n_neg	mean_diff
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_4mC	293	count_T1~LFC	55	-0.2863653957714914	0.03404203128898547	True	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_4mC	500	count_T1~LFC	55	-0.22103482120524173	0.10486433267591683	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_4mC	1000	count_T1~LFC	55	-0.22406426579174823	0.1000685910533036	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_4mC	2000	count_T1~LFC	55	-0.22674586824254916	0.09596682819477916	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	GCCGGC_4mC	100	count_T1~LFC	55	0.17144816662454657	0.21072281470442308	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	GCCGGC_4mC	200	count_T1~LFC	55	-0.026462806201248162	0.8479151417320935	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	GCCGGC_4mC	293	count_T1~LFC	55	0.025717224993681988	0.852151407060074	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	GCCGGC_4mC	500	count_T1~LFC	55	0.09096280381830257	0.5089491931955278	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	GCCGGC_4mC	1000	count_T1~LFC	55	-0.09706058915579277	0.4808387056877189	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	GCCGGC_4mC	2000	count_T1~LFC	55	-0.11910490817234429	0.3864320614768439	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_6mA	100	count_T1~LFC	55	-0.12715452357152476	0.3549107576469248	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_6mA	200	count_T1~LFC	55	-0.1536661689196237	0.26266626031051926	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_6mA	293	count_T1~LFC	55	-0.15011587377412527	0.27398514843143196	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_6mA	500	count_T1~LFC	55	-0.1653863578190395	0.22754894633719305	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_6mA	1000	count_T1~LFC	55	-0.07235047918662661	0.5996318517681325	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	all_6mA	2000	count_T1~LFC	55	0.053381982337014126	0.6987011288454652	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	AAGCCCG_6mA	100	count_T1~LFC	55			False				
4b_sigDEG_absT1	padj<0.05	T3vsT1	AAGCCCG_6mA	200	count_T1~LFC	55	-0.1200137166371826	0.3827924453586459	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	AAGCCCG_6mA	293	count_T1~LFC	55	0.03671115491071762	0.7901672390362329	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	AAGCCCG_6mA	500	count_T1~LFC	55	0.03671115491071762	0.7901672390362329	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	AAGCCCG_6mA	1000	count_T1~LFC	55	0.03671115491071762	0.7901672390362329	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT1	AAGCCCG_6mA	2000	count_T1~LFC	55	0.27355579266149876	0.043292915486398555	True	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all	100	count_T1~LFC	38	0.12946744829258403	0.4385171895327352	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all	200	count_T1~LFC	38	0.046014165850232755	0.783838516219478	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all	293	count_T1~LFC	38	0.051485546182684166	0.7588587332167174	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all	500	count_T1~LFC	38	0.06055416477272446	0.7179924350775968	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all	1000	count_T1~LFC	38	0.06680823152510924	0.69024542940379	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all	2000	count_T1~LFC	38	0.012133799308406861	0.9423618083443378	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_4mC	100	count_T1~LFC	38	0.1824385740018631	0.27295140884129737	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_4mC	200	count_T1~LFC	38	0.0028223262049069595	0.9865827543624592	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_4mC	293	count_T1~LFC	38	0.04680842346007799	0.7801983888571803	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_4mC	500	count_T1~LFC	38	0.0500085712824502	0.7655793623778778	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_4mC	1000	count_T1~LFC	38	-0.02875606637263071	0.8639265108883805	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_4mC	2000	count_T1~LFC	38	-0.07036666675042924	0.6746314063044386	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	GCCGGC_4mC	100	count_T1~LFC	38	0.23237440652678518	0.16034761445569565	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	GCCGGC_4mC	200	count_T1~LFC	38	0.13293426071377412	0.4262482319253717	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	GCCGGC_4mC	293	count_T1~LFC	38	0.2105992505970626	0.2043896305159161	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	GCCGGC_4mC	500	count_T1~LFC	38	0.20119211287900401	0.2258057611927516	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	GCCGGC_4mC	1000	count_T1~LFC	38	0.02724886681131423	0.8709970673262256	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	GCCGGC_4mC	2000	count_T1~LFC	38	-0.0025434877627707117	0.9879082405984231	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_6mA	100	count_T1~LFC	38	0.03194684680216532	0.8489929918516647	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_6mA	200	count_T1~LFC	38	0.043598186898102784	0.7949386591758494	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_6mA	293	count_T1~LFC	38	0.0729083693112822	0.6635598034300567	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_6mA	500	count_T1~LFC	38	0.05286873173344331	0.7525806390140329	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_6mA	1000	count_T1~LFC	38	0.13386675031528342	0.42298122013814077	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	all_6mA	2000	count_T1~LFC	38	0.132398480186753	0.42813171568109937	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	AAGCCCG_6mA	100	count_T1~LFC	38			False				
4b_sigDEG_absT1	padj<0.05	T3vsT2	AAGCCCG_6mA	200	count_T1~LFC	38	-0.007495948597638234	0.9643742432152658	False	-1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	AAGCCCG_6mA	293	count_T1~LFC	38	0.16120647005479027	0.3335985715751425	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	AAGCCCG_6mA	500	count_T1~LFC	38	0.16120647005479027	0.3335985715751425	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	AAGCCCG_6mA	1000	count_T1~LFC	38	0.16120647005479027	0.3335985715751425	False	1			
4b_sigDEG_absT1	padj<0.05	T3vsT2	AAGCCCG_6mA	2000	count_T1~LFC	38	0.3105848583164407	0.05771564266222176	False	1			
5a_partialcorr_dcount	all	T2vsT1	all	100	partial_dcount~LFC | core/arm	57	0.034799882407956756	0.7971861760211154	False	1			
5b_partialcorr_absT1	all	T2vsT1	all	100	partial_count_T1~LFC | core/arm	57	-0.03731089978247913	0.7828965640222763	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all	200	partial_dcount~LFC | core/arm	57	0.020732260703942573	0.8783400955419034	False	1			
5b_partialcorr_absT1	all	T2vsT1	all	200	partial_count_T1~LFC | core/arm	57	-0.2208935140804557	0.09869178167125743	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all	293	partial_dcount~LFC | core/arm	57	-0.005501042737438351	0.967605119043338	False	-1			
5b_partialcorr_absT1	all	T2vsT1	all	293	partial_count_T1~LFC | core/arm	57	-0.31565329247422824	0.016764417306764097	True	-1			
5a_partialcorr_dcount	all	T2vsT1	all	500	partial_dcount~LFC | core/arm	57	0.08762670596590862	0.5168821623840062	False	1			
5b_partialcorr_absT1	all	T2vsT1	all	500	partial_count_T1~LFC | core/arm	57	-0.2425389452129702	0.06909342629261823	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all	1000	partial_dcount~LFC | core/arm	57	0.10504585551000231	0.4367673611980847	False	1			
5b_partialcorr_absT1	all	T2vsT1	all	1000	partial_count_T1~LFC | core/arm	57	-0.09715601691865937	0.47216266198724305	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all	2000	partial_dcount~LFC | core/arm	57	0.12523383782320952	0.3532991939377981	False	1			
5b_partialcorr_absT1	all	T2vsT1	all	2000	partial_count_T1~LFC | core/arm	57	0.02625940789642066	0.8462578504160408	False	1			
5a_partialcorr_dcount	all	T2vsT1	all_4mC	100	partial_dcount~LFC | core/arm	57	0.13743919780350922	0.30796435356101776	False	1			
5b_partialcorr_absT1	all	T2vsT1	all_4mC	100	partial_count_T1~LFC | core/arm	57	-0.10146842450896201	0.45262896122805724	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all_4mC	200	partial_dcount~LFC | core/arm	57	0.02679112776190068	0.8431836672051211	False	1			
5b_partialcorr_absT1	all	T2vsT1	all_4mC	200	partial_count_T1~LFC | core/arm	57	-0.29347537324107764	0.026716151063791892	True	-1			
5a_partialcorr_dcount	all	T2vsT1	all_4mC	293	partial_dcount~LFC | core/arm	57	-0.06805157943185627	0.6149787976930549	False	-1			
5b_partialcorr_absT1	all	T2vsT1	all_4mC	293	partial_count_T1~LFC | core/arm	57	-0.3317272187225616	0.011708021269890389	True	-1			
5a_partialcorr_dcount	all	T2vsT1	all_4mC	500	partial_dcount~LFC | core/arm	57	-0.02563092962156069	0.8498943837452925	False	-1			
5b_partialcorr_absT1	all	T2vsT1	all_4mC	500	partial_count_T1~LFC | core/arm	57	-0.20495068932959515	0.12617812836089085	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all_4mC	1000	partial_dcount~LFC | core/arm	57	0.016136639013300758	0.9051663549518867	False	1			
5b_partialcorr_absT1	all	T2vsT1	all_4mC	1000	partial_count_T1~LFC | core/arm	57	-0.11126759747698325	0.40993725759796673	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all_4mC	2000	partial_dcount~LFC | core/arm	57	0.0706603346388999	0.60145551738015	False	1			
5b_partialcorr_absT1	all	T2vsT1	all_4mC	2000	partial_count_T1~LFC | core/arm	57	-0.038926989582585336	0.7737369844067892	False	-1			
5a_partialcorr_dcount	all	T2vsT1	GCCGGC_4mC	100	partial_dcount~LFC | core/arm	57	0.23499203067999205	0.07847958841977273	False	1			
5b_partialcorr_absT1	all	T2vsT1	GCCGGC_4mC	100	partial_count_T1~LFC | core/arm	57	0.058452002281403924	0.6658172534968643	False	1			
5a_partialcorr_dcount	all	T2vsT1	GCCGGC_4mC	200	partial_dcount~LFC | core/arm	57	0.0287480622502769	0.8318898237707295	False	1			
5b_partialcorr_absT1	all	T2vsT1	GCCGGC_4mC	200	partial_count_T1~LFC | core/arm	57	-0.11239122507932718	0.4051955487790818	False	-1			
5a_partialcorr_dcount	all	T2vsT1	GCCGGC_4mC	293	partial_dcount~LFC | core/arm	57	-0.04802101747731567	0.7227968777352369	False	-1			
5b_partialcorr_absT1	all	T2vsT1	GCCGGC_4mC	293	partial_count_T1~LFC | core/arm	57	-0.14812588331357898	0.27149363301257595	False	-1			
5a_partialcorr_dcount	all	T2vsT1	GCCGGC_4mC	500	partial_dcount~LFC | core/arm	57	0.007612944407403746	0.9551793850438206	False	1			
5b_partialcorr_absT1	all	T2vsT1	GCCGGC_4mC	500	partial_count_T1~LFC | core/arm	57	0.01398751446028363	0.9177496216467048	False	1			
5a_partialcorr_dcount	all	T2vsT1	GCCGGC_4mC	1000	partial_dcount~LFC | core/arm	57	-0.007344176302726102	0.9567602013842269	False	-1			
5b_partialcorr_absT1	all	T2vsT1	GCCGGC_4mC	1000	partial_count_T1~LFC | core/arm	57	-0.04792194163938649	0.7233459125587338	False	-1			
5a_partialcorr_dcount	all	T2vsT1	GCCGGC_4mC	2000	partial_dcount~LFC | core/arm	57	-0.06626305147397364	0.624324619481805	False	-1			
5b_partialcorr_absT1	all	T2vsT1	GCCGGC_4mC	2000	partial_count_T1~LFC | core/arm	57	-0.0010077904769895396	0.9940637278498757	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all_6mA	100	partial_dcount~LFC | core/arm	57	-0.07124338969580503	0.5984510104435015	False	-1			
5b_partialcorr_absT1	all	T2vsT1	all_6mA	100	partial_count_T1~LFC | core/arm	57	-0.0483901199150174	0.7207526972700143	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all_6mA	200	partial_dcount~LFC | core/arm	57	-0.05139555739302854	0.7041811507987571	False	-1			
5b_partialcorr_absT1	all	T2vsT1	all_6mA	200	partial_count_T1~LFC | core/arm	57	-0.08263120667975665	0.5411484833619273	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all_6mA	293	partial_dcount~LFC | core/arm	57	0.0006656965088244378	0.9960787726020812	False	1			
5b_partialcorr_absT1	all	T2vsT1	all_6mA	293	partial_count_T1~LFC | core/arm	57	-0.14910637246163924	0.26829805737133056	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all_6mA	500	partial_dcount~LFC | core/arm	57	0.05335592561432807	0.6934445357605493	False	1			
5b_partialcorr_absT1	all	T2vsT1	all_6mA	500	partial_count_T1~LFC | core/arm	57	-0.1346671967041033	0.3179163638616536	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all_6mA	1000	partial_dcount~LFC | core/arm	57	0.021832594672609368	0.8719360142477518	False	1			
5b_partialcorr_absT1	all	T2vsT1	all_6mA	1000	partial_count_T1~LFC | core/arm	57	-0.057742099399777244	0.6696405237099256	False	-1			
5a_partialcorr_dcount	all	T2vsT1	all_6mA	2000	partial_dcount~LFC | core/arm	57	0.037419863748056864	0.7822780481560868	False	1			
5b_partialcorr_absT1	all	T2vsT1	all_6mA	2000	partial_count_T1~LFC | core/arm	57	0.08020895324281778	0.5531107859169746	False	1			
5a_partialcorr_dcount	all	T2vsT1	AAGCCCG_6mA	100	partial_dcount~LFC | core/arm	57	1.5959455978986625e-16	0.999999999999996	False	1			
5b_partialcorr_absT1	all	T2vsT1	AAGCCCG_6mA	100	partial_count_T1~LFC | core/arm	57	1.5959455978986625e-16	0.999999999999996	False	1			
5a_partialcorr_dcount	all	T2vsT1	AAGCCCG_6mA	200	partial_dcount~LFC | core/arm	57	1.5959455978986625e-16	0.999999999999996	False	1			
5b_partialcorr_absT1	all	T2vsT1	AAGCCCG_6mA	200	partial_count_T1~LFC | core/arm	57	-0.14000646260736266	0.29892819908986373	False	-1			
5a_partialcorr_dcount	all	T2vsT1	AAGCCCG_6mA	293	partial_dcount~LFC | core/arm	57	1.5959455978986625e-16	0.999999999999996	False	1			
5b_partialcorr_absT1	all	T2vsT1	AAGCCCG_6mA	293	partial_count_T1~LFC | core/arm	57	-0.05865355619811445	0.6647332922361006	False	-1			
5a_partialcorr_dcount	all	T2vsT1	AAGCCCG_6mA	500	partial_dcount~LFC | core/arm	57	1.5959455978986625e-16	0.999999999999996	False	1			
5b_partialcorr_absT1	all	T2vsT1	AAGCCCG_6mA	500	partial_count_T1~LFC | core/arm	57	-0.05865355619811445	0.6647332922361006	False	-1			
5a_partialcorr_dcount	all	T2vsT1	AAGCCCG_6mA	1000	partial_dcount~LFC | core/arm	57	1.5959455978986625e-16	0.999999999999996	False	1			
5b_partialcorr_absT1	all	T2vsT1	AAGCCCG_6mA	1000	partial_count_T1~LFC | core/arm	57	-0.05865355619811445	0.6647332922361006	False	-1			
5a_partialcorr_dcount	all	T2vsT1	AAGCCCG_6mA	2000	partial_dcount~LFC | core/arm	57	0.11404077899176435	0.3982924957919572	False	1			
5b_partialcorr_absT1	all	T2vsT1	AAGCCCG_6mA	2000	partial_count_T1~LFC | core/arm	57	0.08803263697644605	0.5149346694732263	False	1			
5a_partialcorr_dcount	all	T3vsT1	all	100	partial_dcount~LFC | core/arm	57	0.1428944824541944	0.28897088419641065	False	1			
5b_partialcorr_absT1	all	T3vsT1	all	100	partial_count_T1~LFC | core/arm	57	0.00726028322389051	0.9572536703899138	False	1			
5a_partialcorr_dcount	all	T3vsT1	all	200	partial_dcount~LFC | core/arm	57	0.11189399848411653	0.4072899004483287	False	1			
5b_partialcorr_absT1	all	T3vsT1	all	200	partial_count_T1~LFC | core/arm	57	-0.15259054331215904	0.25714644386662866	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all	293	partial_dcount~LFC | core/arm	57	0.0812898167518899	0.5477573932817894	False	1			
5b_partialcorr_absT1	all	T3vsT1	all	293	partial_count_T1~LFC | core/arm	57	-0.19708116299923806	0.1417187937855692	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all	500	partial_dcount~LFC | core/arm	57	0.11376545283501739	0.3994398659343588	False	1			
5b_partialcorr_absT1	all	T3vsT1	all	500	partial_count_T1~LFC | core/arm	57	-0.13434011887970487	0.319104000753613	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all	1000	partial_dcount~LFC | core/arm	57	0.14415481467853122	0.2846944363588885	False	1			
5b_partialcorr_absT1	all	T3vsT1	all	1000	partial_count_T1~LFC | core/arm	57	-0.018747318141524638	0.8899120389780414	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all	2000	partial_dcount~LFC | core/arm	57	0.1834951071735137	0.1718452513122154	False	1			
5b_partialcorr_absT1	all	T3vsT1	all	2000	partial_count_T1~LFC | core/arm	57	0.028981137440617463	0.8305469019947977	False	1			
5a_partialcorr_dcount	all	T3vsT1	all_4mC	100	partial_dcount~LFC | core/arm	57	0.21101854025555447	0.11510427930321604	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_4mC	100	partial_count_T1~LFC | core/arm	57	0.02076019149329067	0.8781774372773085	False	1			
5a_partialcorr_dcount	all	T3vsT1	all_4mC	200	partial_dcount~LFC | core/arm	57	0.2239708927393416	0.09396718249283832	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_4mC	200	partial_count_T1~LFC | core/arm	57	-0.1951548471776547	0.1457319542005354	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all_4mC	293	partial_dcount~LFC | core/arm	57	0.0650813443898975	0.6305320704087223	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_4mC	293	partial_count_T1~LFC | core/arm	57	-0.18570355740015987	0.16665466507296384	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all_4mC	500	partial_dcount~LFC | core/arm	57	0.08170184366072239	0.5457232505063042	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_4mC	500	partial_count_T1~LFC | core/arm	57	-0.08638943099879888	0.5228409103004863	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all_4mC	1000	partial_dcount~LFC | core/arm	57	0.1292848635200624	0.33781816833720973	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_4mC	1000	partial_count_T1~LFC | core/arm	57	-0.05184509688470376	0.7017139348027636	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all_4mC	2000	partial_dcount~LFC | core/arm	57	0.13382134900158815	0.32099346475685786	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_4mC	2000	partial_count_T1~LFC | core/arm	57	-0.04875640767845266	0.7187260217137053	False	-1			
5a_partialcorr_dcount	all	T3vsT1	GCCGGC_4mC	100	partial_dcount~LFC | core/arm	57	4.163336342344337e-16	0.9999999999999947	False	1			
5b_partialcorr_absT1	all	T3vsT1	GCCGGC_4mC	100	partial_count_T1~LFC | core/arm	57	0.23519635531163322	0.07821282193867153	False	1			
5a_partialcorr_dcount	all	T3vsT1	GCCGGC_4mC	200	partial_dcount~LFC | core/arm	57	0.020786118568703663	0.8780264523539543	False	1			
5b_partialcorr_absT1	all	T3vsT1	GCCGGC_4mC	200	partial_count_T1~LFC | core/arm	57	0.019055641767217607	0.8881129952247534	False	1			
5a_partialcorr_dcount	all	T3vsT1	GCCGGC_4mC	293	partial_dcount~LFC | core/arm	57	-0.08406816524531255	0.5341119658113789	False	-1			
5b_partialcorr_absT1	all	T3vsT1	GCCGGC_4mC	293	partial_count_T1~LFC | core/arm	57	0.06062731974658889	0.6541546501948403	False	1			
5a_partialcorr_dcount	all	T3vsT1	GCCGGC_4mC	500	partial_dcount~LFC | core/arm	57	-0.035384313821666666	0.7938542190692947	False	-1			
5b_partialcorr_absT1	all	T3vsT1	GCCGGC_4mC	500	partial_count_T1~LFC | core/arm	57	0.16930021994747563	0.20803679976774198	False	1			
5a_partialcorr_dcount	all	T3vsT1	GCCGGC_4mC	1000	partial_dcount~LFC | core/arm	57	0.08919090174970887	0.5093982343210376	False	1			
5b_partialcorr_absT1	all	T3vsT1	GCCGGC_4mC	1000	partial_count_T1~LFC | core/arm	57	-0.0049227064899946965	0.9710093178590768	False	-1			
5a_partialcorr_dcount	all	T3vsT1	GCCGGC_4mC	2000	partial_dcount~LFC | core/arm	57	0.03714998189952058	0.7838102316790908	False	1			
5b_partialcorr_absT1	all	T3vsT1	GCCGGC_4mC	2000	partial_count_T1~LFC | core/arm	57	-0.0084623370613751	0.9501846583956166	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all_6mA	100	partial_dcount~LFC | core/arm	57	0.05979844366087089	0.658589046248748	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_6mA	100	partial_count_T1~LFC | core/arm	57	-0.06915349372996075	0.6092508037956907	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all_6mA	200	partial_dcount~LFC | core/arm	57	0.014257664815522708	0.9161667077521548	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_6mA	200	partial_count_T1~LFC | core/arm	57	-0.08574080657255262	0.5259783482047642	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all_6mA	293	partial_dcount~LFC | core/arm	57	0.05970179338678591	0.6591068792239511	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_6mA	293	partial_count_T1~LFC | core/arm	57	-0.08998700231230815	0.5056105777531642	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all_6mA	500	partial_dcount~LFC | core/arm	57	0.06901063159789447	0.609992129843804	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_6mA	500	partial_count_T1~LFC | core/arm	57	-0.07813347658618214	0.5634597607765687	False	-1			
5a_partialcorr_dcount	all	T3vsT1	all_6mA	1000	partial_dcount~LFC | core/arm	57	0.07444081911974712	0.5820936483659547	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_6mA	1000	partial_count_T1~LFC | core/arm	57	0.013786314544521394	0.918928735005891	False	1			
5a_partialcorr_dcount	all	T3vsT1	all_6mA	2000	partial_dcount~LFC | core/arm	57	0.09894235544508762	0.4640168786126468	False	1			
5b_partialcorr_absT1	all	T3vsT1	all_6mA	2000	partial_count_T1~LFC | core/arm	57	0.1317350009005006	0.3286639575830375	False	1			
5a_partialcorr_dcount	all	T3vsT1	AAGCCCG_6mA	100	partial_dcount~LFC | core/arm	57	4.163336342344337e-16	0.9999999999999947	False	1			
5b_partialcorr_absT1	all	T3vsT1	AAGCCCG_6mA	100	partial_count_T1~LFC | core/arm	57	4.163336342344337e-16	0.9999999999999947	False	1			
5a_partialcorr_dcount	all	T3vsT1	AAGCCCG_6mA	200	partial_dcount~LFC | core/arm	57	0.0825749915743022	0.5414246706245395	False	1			
5b_partialcorr_absT1	all	T3vsT1	AAGCCCG_6mA	200	partial_count_T1~LFC | core/arm	57	-0.08257499157430218	0.5414246706245395	False	-1			
5a_partialcorr_dcount	all	T3vsT1	AAGCCCG_6mA	293	partial_dcount~LFC | core/arm	57	0.0825749915743022	0.5414246706245395	False	1			
5b_partialcorr_absT1	all	T3vsT1	AAGCCCG_6mA	293	partial_count_T1~LFC | core/arm	57	0.10976451440205358	0.41633015793040684	False	1			
5a_partialcorr_dcount	all	T3vsT1	AAGCCCG_6mA	500	partial_dcount~LFC | core/arm	57	0.0825749915743022	0.5414246706245395	False	1			
5b_partialcorr_absT1	all	T3vsT1	AAGCCCG_6mA	500	partial_count_T1~LFC | core/arm	57	0.10976451440205358	0.41633015793040684	False	1			
5a_partialcorr_dcount	all	T3vsT1	AAGCCCG_6mA	1000	partial_dcount~LFC | core/arm	57	0.0825749915743022	0.5414246706245395	False	1			
5b_partialcorr_absT1	all	T3vsT1	AAGCCCG_6mA	1000	partial_count_T1~LFC | core/arm	57	0.10976451440205358	0.41633015793040684	False	1			
5a_partialcorr_dcount	all	T3vsT1	AAGCCCG_6mA	2000	partial_dcount~LFC | core/arm	57	-0.052715741074659636	0.6969442672175254	False	-1			
5b_partialcorr_absT1	all	T3vsT1	AAGCCCG_6mA	2000	partial_count_T1~LFC | core/arm	57	0.3019737521162759	0.02243491166824987	True	1			
5a_partialcorr_dcount	all	T3vsT2	all	100	partial_dcount~LFC | core/arm	57	0.11489563264211791	0.39474237768525744	False	1			
5b_partialcorr_absT1	all	T3vsT2	all	100	partial_count_T1~LFC | core/arm	57	0.13488389806123652	0.31713106304396727	False	1			
5a_partialcorr_dcount	all	T3vsT2	all	200	partial_dcount~LFC | core/arm	57	0.03346336918383169	0.804819327726282	False	1			
5b_partialcorr_absT1	all	T3vsT2	all	200	partial_count_T1~LFC | core/arm	57	0.13278198667352104	0.324800367576296	False	1			
5a_partialcorr_dcount	all	T3vsT2	all	293	partial_dcount~LFC | core/arm	57	-0.00946210533718217	0.9443081223322128	False	-1			
5b_partialcorr_absT1	all	T3vsT2	all	293	partial_count_T1~LFC | core/arm	57	0.13275335861871676	0.3249056270924519	False	1			
5a_partialcorr_dcount	all	T3vsT2	all	500	partial_dcount~LFC | core/arm	57	-0.030987333922591204	0.8190079721530261	False	-1			
5b_partialcorr_absT1	all	T3vsT2	all	500	partial_count_T1~LFC | core/arm	57	0.15573985717488592	0.24733948954083865	False	1			
5a_partialcorr_dcount	all	T3vsT2	all	1000	partial_dcount~LFC | core/arm	57	-0.0023663454530135075	0.9860618827435575	False	-1			
5b_partialcorr_absT1	all	T3vsT2	all	1000	partial_count_T1~LFC | core/arm	57	0.14505377065831637	0.28166974879206685	False	1			
5a_partialcorr_dcount	all	T3vsT2	all	2000	partial_dcount~LFC | core/arm	57	-0.02558919875082799	0.8501359599068741	False	-1			
5b_partialcorr_absT1	all	T3vsT2	all	2000	partial_count_T1~LFC | core/arm	57	0.10422511374212344	0.44037857933183183	False	1			
5a_partialcorr_dcount	all	T3vsT2	all_4mC	100	partial_dcount~LFC | core/arm	57	0.02286056580918748	0.8659604516683479	False	1			
5b_partialcorr_absT1	all	T3vsT2	all_4mC	100	partial_count_T1~LFC | core/arm	57	0.18299179052403153	0.17304449495222315	False	1			
5a_partialcorr_dcount	all	T3vsT2	all_4mC	200	partial_dcount~LFC | core/arm	57	-0.04589949323726031	0.7345833439057347	False	-1			
5b_partialcorr_absT1	all	T3vsT2	all_4mC	200	partial_count_T1~LFC | core/arm	57	0.039478530746021735	0.7706179215527977	False	1			
5a_partialcorr_dcount	all	T3vsT2	all_4mC	293	partial_dcount~LFC | core/arm	57	-0.12636007452808465	0.3489521393792508	False	-1			
5b_partialcorr_absT1	all	T3vsT2	all_4mC	293	partial_count_T1~LFC | core/arm	57	0.037801636349516055	0.780112037645999	False	1			
5a_partialcorr_dcount	all	T3vsT2	all_4mC	500	partial_dcount~LFC | core/arm	57	-0.12636007452808465	0.3489521393792508	False	-1			
