locus_tag	gene	SCO	role	description	log2FC_T2v1	padj_T2v1	log2FC_T3v1	padj_T3v1	log2FC_T3v2	padj_T3v2	T1_mean	T2_mean	T3_mean
SC_RS31630	redD	SCO5877	activator	SARP pathway-specific activator	5.7894075874883155	5.717037494598303e-87	4.998883834533164	3.458716656384043e-65	-0.7498722581039922	0.0027863849849283	30.627654467729688	1737.4748062329163	1008.5420125597733
SC_RS31650	redZ	SCO5881	CSR	Response regulator (CSR for Red)	0.9068138863503556	3.114102431006804e-05	0.9663293723417876	6.189143763629263e-06	0.0582768238324108	0.8102587688180584	690.0662196365337	1319.5129679560393	1377.275492599333
SC_RS18240	absA1	SCO3225	repressor	Sensor kinase (negative regulator)	2.1995931224098624	2.165481344834267e-17	2.7250091300866304	5.104086381675095e-26	0.494241935705737	0.055013569071653	265.45649792574324	1255.1494297342276	1802.2258603316016
SC_RS18245	absA2	SCO3226	repressor	Response regulator (negative regulator)	0.948799424560244	3.8856279285358134e-05	0.5403133470339974	0.0175229390864308	-0.39908625727976	0.0866232899597614	481.0530833565222	950.1950854792907	712.3734441326523
SC_RS24295	afsR	SCO4426	activator	Global SARP activator	-0.2613866005478055	0.1043531541894939	-0.9176001898500752	1.5220487151931914e-09	-0.6523794871022786	2.9556875237180236e-05	985.1650422488668	818.4378771050277	517.1069959902816
SC_RS24290	afsS	SCO4425	activator	Anti-anti-sigma / afsR target	3.0437423354372095	3.955657029836234e-26	3.069126511918816	1.1457923143013215e-26	0.0245160044094365	0.941819191662051	253.4949080426628	2155.43620441012	2194.577331368345
SC_RS26695	afsQ1	SCO4907	activator	TCS response regulator	-1.4448293409983173	1.356600491139982e-12	-2.329414784975276	2.8644506619234738e-30	-0.8555828030371742	4.1771650930285744e-05	1935.3338821239731	696.8617326793977	379.8355198540896
SC_RS26690	afsQ2	SCO4906	sensor	TCS sensor kinase	-1.258153952747587	2.8596129482100783e-11	-2.3120036446812424	2.68691805182763e-34	-1.0268785700429646	1.2777110463486434e-07	2120.4615277539833	870.9985131329828	422.28759186296446
SC_RS17645	MTase	SCO3104	epigenetic	Candidate N-6 methyltransferase	-2.1949101667317077	6.480003319855991e-16	-0.7108321220350501	0.0033279494835819	1.4466158422772828	1.4806279563501858e-07	245.1053184178421	51.73774494986095	145.13814106419088
