Comparison	Activator_score	Repressor_score	Net_balance	redZ_log2FC	Red_BGC_mean_log2FC
T2vsT1	7.126933981379403	3.1483925469701064	3.9785414344092964	0.9068138863503556	3.8541687823580233
T3vsT1	4.820995371626628	3.2653224771206277	1.5556728945060003	0.9663293723417876	5.033349785671278
